block_number,timestamp_unix,timestamp_utc,base_fee_per_gas_wei,gas_used,gas_limit,gas_used_ratio
10095630,1706980607,2024-02-03T17:16:47+00:00,287,2582916,30000000,0.0860972
10095780,1706980907,2024-02-03T17:21:47+00:00,280,2042461,30000000,0.06808203333333333
10095930,1706981207,2024-02-03T17:26:47+00:00,275,2226455,30000000,0.07421516666666667
10096080,1706981507,2024-02-03T17:31:47+00:00,276,2930294,30000000,0.09767646666666667
10096230,1706981807,2024-02-03T17:36:47+00:00,276,901599,30000000,0.0300533
10096380,1706982107,2024-02-03T17:41:47+00:00,277,1559522,30000000,0.05198406666666667
10096530,1706982407,2024-02-03T17:46:47+00:00,279,15766656,30000000,0.5255552
10096680,1706982707,2024-02-03T17:51:47+00:00,279,1952231,30000000,0.06507436666666666
10096830,1706983007,2024-02-03T17:56:47+00:00,275,1749349,30000000,0.058311633333333335
10096980,1706983307,2024-02-03T18:01:47+00:00,280,1326716,30000000,0.04422386666666667
10097130,1706983607,2024-02-03T18:06:47+00:00,286,745703,30000000,0.024856766666666665
10097280,1706983907,2024-02-03T18:11:47+00:00,279,355598,30000000,0.011853266666666668
10097430,1706984207,2024-02-03T18:16:47+00:00,277,1401485,30000000,0.04671616666666667
10097580,1706984507,2024-02-03T18:21:47+00:00,280,523688,30000000,0.017456266666666668
10097730,1706984807,2024-02-03T18:26:47+00:00,277,607988,30000000,0.020266266666666668
10097880,1706985107,2024-02-03T18:31:47+00:00,276,704619,30000000,0.0234873
10098030,1706985407,2024-02-03T18:36:47+00:00,290,1564982,30000000,0.05216606666666666
10098180,1706985707,2024-02-03T18:41:47+00:00,310,1982390,30000000,0.06607966666666666
10098330,1706986007,2024-02-03T18:46:47+00:00,333,778010,30000000,0.025933666666666667
10098480,1706986307,2024-02-03T18:51:47+00:00,323,1686521,30000000,0.056217366666666664
10098630,1706986607,2024-02-03T18:56:47+00:00,320,717637,30000000,0.023921233333333333
10098780,1706986907,2024-02-03T19:01:47+00:00,329,1750462,30000000,0.05834873333333333
10098930,1706987207,2024-02-03T19:06:47+00:00,332,1665328,30000000,0.05551093333333333
10099080,1706987507,2024-02-03T19:11:47+00:00,336,6892142,30000000,0.22973806666666666
10099230,1706987807,2024-02-03T19:16:47+00:00,335,2183693,30000000,0.07278976666666667
10099380,1706988107,2024-02-03T19:21:47+00:00,344,1752002,30000000,0.05840006666666667
10099530,1706988407,2024-02-03T19:26:47+00:00,358,724285,30000000,0.024142833333333332
10099680,1706988707,2024-02-03T19:31:47+00:00,355,2578212,30000000,0.0859404
10099830,1706989007,2024-02-03T19:36:47+00:00,349,1719804,30000000,0.0573268
10099980,1706989307,2024-02-03T19:41:47+00:00,364,9130115,30000000,0.30433716666666666
10100130,1706989607,2024-02-03T19:46:47+00:00,409,592361,30000000,0.019745366666666667
10100280,1706989907,2024-02-03T19:51:47+00:00,370,2182640,30000000,0.07275466666666666
10100430,1706990207,2024-02-03T19:56:47+00:00,379,1069000,30000000,0.035633333333333336
10100580,1706990507,2024-02-03T20:01:47+00:00,441,2805754,30000000,0.09352513333333333
